Mth,BU,Tier,Site,Handled,Pres,Ext,Acc,Count
202502,Mobile,Gold,Mumbai,4083,Bundle-Special|Discount-Welcome,,,12
202502,Mobile,Gold,Mumbai,4083,Discount-Special,,,36
202502,Mobile,Gold,Mumbai,4083,Loyalty-Retention|Bundle-Retention|Cashback-Welcome,,,44
202502,Mobile,Gold,Mumbai,4083,Bundle-Welcome|Loyalty-Welcome,,,29
202502,Mobile,Gold,Mumbai,4083,Speed-Boost-Special|Discount-Special,Discount-Special,Discount-Special,21
202502,Mobile,Gold,Mumbai,4083,Speed-Boost-Special|Cashback-Retention,,,11
202502,Mobile,Gold,Mumbai,4083,Bundle-Retention,,,10
202502,Mobile,Gold,Mumbai,4083,Bundle-Retention|Cashback-Retention|Speed-Boost-Retention,Cashback-Retention|Bundle-Retention|Speed-Boost-Retention,Bundle-Retention,42
202502,Mobile,Gold,Mumbai,4083,Cashback-Special|Loyalty-Special,Cashback-Special,Cashback-Special,18
202502,Mobile,Gold,Mumbai,4083,Discount-Upgrade|Speed-Boost-Retention,Speed-Boost-Retention|Discount-Upgrade,Discount-Upgrade,15
202502,Mobile,Gold,Mumbai,4083,Loyalty-Welcome,,,44
202502,Mobile,Gold,Mumbai,4083,Speed-Boost-Welcome|Cashback-Upgrade,Cashback-Upgrade,,18
202502,Mobile,Gold,Mumbai,4083,Cashback-Retention|Cashback-Upgrade,Cashback-Upgrade|Cashback-Retention,Cashback-Upgrade,6
202502,Mobile,Gold,Mumbai,4083,Speed-Boost-Special|Cashback-Retention,Cashback-Retention,,39
202502,Mobile,Gold,Mumbai,4083,Loyalty-Retention|Cashback-Upgrade,Cashback-Upgrade,,31
202502,Mobile,Gold,Mumbai,4083,Loyalty-Special,,,8
202502,Mobile,Gold,Mumbai,4083,Speed-Boost-Promo|Cashback-Welcome,Cashback-Welcome|Speed-Boost-Promo,,48
202502,Mobile,Gold,Mumbai,4083,Speed-Boost-Special|Loyalty-Upgrade,,,48
202502,Mobile,Gold,Mumbai,4083,Cashback-Retention,,,39
202502,Mobile,Gold,Mumbai,4083,Loyalty-Promo|Bundle-Special,Loyalty-Promo|Bundle-Special,,32
202502,Mobile,Gold,Mumbai,4083,Cashback-Welcome|Cashback-Promo,,,42
202502,Mobile,Gold,Mumbai,4083,Speed-Boost-Special|Bundle-Welcome|Bundle-Promo,Speed-Boost-Special|Bundle-Promo,,48
202502,Mobile,Gold,Mumbai,4083,Discount-Upgrade,,,6
202502,Mobile,Gold,Mumbai,4083,Cashback-Special,Cashback-Special,,16
202502,Mobile,Gold,Mumbai,4083,Bundle-Retention,,,30
202502,Mobile,Gold,Mumbai,4083,Speed-Boost-Promo|Discount-Special,,,48
202502,Mobile,Gold,Mumbai,4083,Bundle-Special|Discount-Special,Bundle-Special|Discount-Special,,5
202502,Mobile,Gold,Mumbai,4083,Speed-Boost-Promo|Loyalty-Retention|Cashback-Promo,Loyalty-Retention|Cashback-Promo,,29
202502,Mobile,Gold,Mumbai,4083,Speed-Boost-Special|Loyalty-Special|Discount-Retention,,,21
202502,Mobile,Gold,Mumbai,4083,Loyalty-Promo,,,19
202502,Mobile,Gold,Mumbai,4083,Bundle-Welcome|Bundle-Upgrade|Loyalty-Upgrade,,,6
202502,Mobile,Gold,Mumbai,4083,Loyalty-Upgrade,,,38
202502,Mobile,Gold,Mumbai,4083,Discount-Promo|Cashback-Upgrade,,,38
202502,Mobile,Gold,Mumbai,4083,Loyalty-Promo|Bundle-Promo|Cashback-Welcome,Loyalty-Promo|Cashback-Welcome|Bundle-Promo,Loyalty-Promo,34
202502,Mobile,Gold,Mumbai,4083,Bundle-Special|Speed-Boost-Promo,Bundle-Special,Bundle-Special,46
202502,Mobile,Gold,Mumbai,4083,Bundle-Upgrade|Discount-Special,Bundle-Upgrade,Bundle-Upgrade,24
202502,Mobile,Gold,Mumbai,4083,Speed-Boost-Upgrade|Loyalty-Retention,Loyalty-Retention,,13
202502,Mobile,Gold,Mumbai,4083,Speed-Boost-Upgrade|Loyalty-Welcome|Discount-Retention,,,23
202502,Mobile,Gold,Mumbai,4083,Bundle-Special|Cashback-Retention,,,13
202502,Mobile,Gold,Mumbai,4083,Bundle-Special|Loyalty-Special,Bundle-Special|Loyalty-Special,,50
202502,Mobile,Gold,Mumbai,4083,Bundle-Special|Cashback-Promo,,,40
202502,Mobile,Gold,Mumbai,4083,Cashback-Special|Discount-Promo,Cashback-Special|Discount-Promo,Cashback-Special|Discount-Promo,29
202502,Mobile,Gold,Mumbai,4083,Cashback-Special|Loyalty-Promo,,,11
202502,Mobile,Gold,Mumbai,4083,Bundle-Special|Speed-Boost-Promo|Loyalty-Upgrade,,,25
202502,Mobile,Gold,Mumbai,4083,Bundle-Welcome|Speed-Boost-Promo|Discount-Retention,,,14
202502,Mobile,Gold,Mumbai,4083,Bundle-Promo|Discount-Special,,,25
202502,Mobile,Gold,Mumbai,4083,Speed-Boost-Upgrade,,,37
202502,Mobile,Gold,Mumbai,4083,Discount-Promo|Speed-Boost-Welcome|Bundle-Upgrade,Bundle-Upgrade|Discount-Promo|Speed-Boost-Welcome,,38
202502,Mobile,Gold,Mumbai,4083,Cashback-Special|Loyalty-Welcome|Cashback-Welcome,Loyalty-Welcome,,42
202502,Mobile,Gold,Mumbai,4083,Bundle-Special|Loyalty-Special,Loyalty-Special,,11
202502,Mobile,Gold,Mumbai,4083,Bundle-Retention,,,13
202502,Mobile,Gold,Mumbai,4083,Loyalty-Special|Bundle-Promo|Speed-Boost-Retention,,,28
202502,Mobile,Gold,Mumbai,4083,Speed-Boost-Special|Discount-Welcome|Discount-Special,Discount-Special|Speed-Boost-Special,,28
202502,Mobile,Gold,Mumbai,4083,Bundle-Welcome|Speed-Boost-Promo|Cashback-Welcome,,,17
202502,Mobile,Gold,Mumbai,4083,Speed-Boost-Upgrade|Discount-Upgrade,,,33
202502,Mobile,Gold,Mumbai,4083,Cashback-Special|Loyalty-Special|Speed-Boost-Welcome,Cashback-Special|Speed-Boost-Welcome|Loyalty-Special,Speed-Boost-Welcome|Cashback-Special,20
202502,Mobile,Gold,Mumbai,4083,Speed-Boost-Welcome|Bundle-Welcome,,,40
202502,Mobile,Gold,Mumbai,4083,Bundle-Special,,,30
202502,Mobile,Gold,Mumbai,4083,Discount-Upgrade|Cashback-Welcome,Discount-Upgrade|Cashback-Welcome,,48
202502,Mobile,Gold,Mumbai,4083,Cashback-Welcome|Discount-Retention|Cashback-Upgrade,,,41
202502,Mobile,Gold,Mumbai,4083,Speed-Boost-Welcome|Speed-Boost-Retention,,,16
202502,Mobile,Gold,Mumbai,4083,Discount-Welcome|Cashback-Retention,Discount-Welcome,,38
202502,Mobile,Gold,Mumbai,4083,Speed-Boost-Special|Bundle-Promo,,,44
202502,Mobile,Gold,Mumbai,4083,Cashback-Special,Cashback-Special,,26
202502,Mobile,Gold,Mumbai,4083,Loyalty-Promo|Cashback-Welcome,Cashback-Welcome,,20
202502,Mobile,Gold,Mumbai,4083,Speed-Boost-Upgrade|Discount-Retention,,,20
202502,Mobile,Gold,Mumbai,4083,Cashback-Retention|Bundle-Upgrade|Loyalty-Retention,Bundle-Upgrade,,15
202502,Mobile,Gold,Mumbai,4083,Speed-Boost-Special|Discount-Promo,Discount-Promo,,25
202502,Mobile,Gold,Mumbai,4083,Discount-Welcome|Loyalty-Welcome,,,48
202502,Mobile,Gold,Mumbai,4083,Bundle-Special,,,13
202502,Mobile,Gold,Mumbai,4083,Discount-Special,,,49
202502,Mobile,Gold,Mumbai,4083,Cashback-Special|Speed-Boost-Welcome,,,25
202502,Mobile,Gold,Mumbai,4083,Discount-Welcome|Speed-Boost-Welcome|Speed-Boost-Promo,Discount-Welcome|Speed-Boost-Welcome,Discount-Welcome|Speed-Boost-Welcome,47
202502,Mobile,Gold,Mumbai,4083,Loyalty-Special|Cashback-Upgrade|Speed-Boost-Retention,,,9
202502,Mobile,Gold,Mumbai,4083,Cashback-Special|Discount-Upgrade|Speed-Boost-Retention,Discount-Upgrade|Cashback-Special|Speed-Boost-Retention,Speed-Boost-Retention|Cashback-Special|Discount-Upgrade,15
202502,Mobile,Gold,Mumbai,4083,Loyalty-Promo,Loyalty-Promo,,50
202502,Mobile,Gold,Mumbai,4083,Bundle-Retention,,,27
202502,Mobile,Gold,Mumbai,4083,Cashback-Special,,,9
202502,Mobile,Gold,Mumbai,4083,Discount-Upgrade|Bundle-Retention|Bundle-Upgrade,Discount-Upgrade|Bundle-Retention,,35
202502,Mobile,Gold,Mumbai,4083,Discount-Special,Discount-Special,,39
202502,Mobile,Gold,Mumbai,4083,Speed-Boost-Special|Discount-Welcome,,,41
202502,Mobile,Gold,Mumbai,4083,Speed-Boost-Upgrade,,,35
202502,Mobile,Gold,Mumbai,4083,Discount-Welcome|Loyalty-Welcome|Cashback-Upgrade,Cashback-Upgrade,,15
202502,Mobile,Gold,Mumbai,4083,Discount-Promo,Discount-Promo,,6
202502,Mobile,Gold,Mumbai,4083,Speed-Boost-Welcome|Cashback-Retention,Speed-Boost-Welcome|Cashback-Retention,Speed-Boost-Welcome,23
202502,Mobile,Gold,Mumbai,4083,Speed-Boost-Promo|Cashback-Retention|Discount-Special,Cashback-Retention|Discount-Special,,41
202502,Mobile,Gold,Mumbai,4083,Discount-Retention,,,27
202502,Mobile,Gold,Mumbai,4083,Cashback-Retention|Cashback-Promo,,,10
202502,Mobile,Gold,Mumbai,4083,Speed-Boost-Upgrade,,,26
202502,Mobile,Gold,Mumbai,4083,Discount-Welcome|Loyalty-Upgrade,Loyalty-Upgrade,,34
202502,Mobile,Gold,Mumbai,4083,Bundle-Special,,,39
202502,Mobile,Gold,Mumbai,4083,Cashback-Special,Cashback-Special,,31
202502,Mobile,Gold,Mumbai,4083,Discount-Promo|Cashback-Upgrade,,,19
202502,Mobile,Gold,Mumbai,4083,Speed-Boost-Upgrade|Discount-Retention,,,37
202502,Mobile,Gold,Mumbai,4083,Speed-Boost-Upgrade|Discount-Special,Speed-Boost-Upgrade,,29
202502,Mobile,Gold,Mumbai,4083,Cashback-Special,,,29
202502,Mobile,Gold,Mumbai,4083,Bundle-Special|Loyalty-Upgrade,Loyalty-Upgrade|Bundle-Special,,37
202502,Mobile,Gold,Mumbai,4083,Bundle-Welcome|Discount-Retention,Bundle-Welcome|Discount-Retention,,37
202502,Mobile,Silver,Bangalore,2756,Bundle-Special,Bundle-Special,,5
202502,Mobile,Silver,Bangalore,2756,Bundle-Welcome,,,45
202502,Mobile,Silver,Bangalore,2756,Bundle-Promo|Cashback-Promo,,,39
202502,Mobile,Silver,Bangalore,2756,Bundle-Welcome|Loyalty-Upgrade,Bundle-Welcome,,48
202502,Mobile,Silver,Bangalore,2756,Discount-Upgrade|Discount-Special,,,27
202502,Mobile,Silver,Bangalore,2756,Speed-Boost-Special|Cashback-Retention,,,28
202502,Mobile,Silver,Bangalore,2756,Bundle-Special,,,25
202502,Mobile,Silver,Bangalore,2756,Cashback-Upgrade|Loyalty-Upgrade|Cashback-Welcome,Loyalty-Upgrade|Cashback-Upgrade|Cashback-Welcome,,37
202502,Mobile,Silver,Bangalore,2756,Speed-Boost-Special|Speed-Boost-Promo|Cashback-Promo,,,5
202502,Mobile,Silver,Bangalore,2756,Loyalty-Promo|Speed-Boost-Welcome|Cashback-Retention,Cashback-Retention|Loyalty-Promo|Speed-Boost-Welcome,,22
202502,Mobile,Silver,Bangalore,2756,Loyalty-Promo|Speed-Boost-Upgrade,Speed-Boost-Upgrade,,36
202502,Mobile,Silver,Bangalore,2756,Discount-Promo|Speed-Boost-Promo,Speed-Boost-Promo,,34
202502,Mobile,Silver,Bangalore,2756,Bundle-Special|Cashback-Welcome,Bundle-Special|Cashback-Welcome,Cashback-Welcome,47
202502,Mobile,Silver,Bangalore,2756,Loyalty-Upgrade,Loyalty-Upgrade,,5
202502,Mobile,Silver,Bangalore,2756,Discount-Special|Speed-Boost-Retention,Speed-Boost-Retention,Speed-Boost-Retention,50
202502,Mobile,Silver,Bangalore,2756,Bundle-Retention|Cashback-Promo,,,29
202502,Mobile,Silver,Bangalore,2756,Discount-Welcome,,,5
202502,Mobile,Silver,Bangalore,2756,Speed-Boost-Upgrade|Loyalty-Retention|Loyalty-Welcome,Loyalty-Retention,,7
202502,Mobile,Silver,Bangalore,2756,Loyalty-Promo|Discount-Promo,Loyalty-Promo,,7
202502,Mobile,Silver,Bangalore,2756,Loyalty-Upgrade,Loyalty-Upgrade,Loyalty-Upgrade,22
202502,Mobile,Silver,Bangalore,2756,Discount-Retention|Cashback-Upgrade,,,26
202502,Mobile,Silver,Bangalore,2756,Speed-Boost-Special|Loyalty-Welcome,,,39
202502,Mobile,Silver,Bangalore,2756,Bundle-Upgrade,,,12
202502,Mobile,Silver,Bangalore,2756,Discount-Upgrade|Cashback-Retention|Speed-Boost-Retention,Discount-Upgrade,Discount-Upgrade,24
202502,Mobile,Silver,Bangalore,2756,Loyalty-Upgrade,,,18
202502,Mobile,Silver,Bangalore,2756,Discount-Retention,,,37
202502,Mobile,Silver,Bangalore,2756,Bundle-Retention|Loyalty-Welcome|Cashback-Upgrade,,,9
202502,Mobile,Silver,Bangalore,2756,Speed-Boost-Promo|Cashback-Promo|Speed-Boost-Retention,Speed-Boost-Promo|Speed-Boost-Retention,,8
202502,Mobile,Silver,Bangalore,2756,Cashback-Upgrade,,,26
202502,Mobile,Silver,Bangalore,2756,Bundle-Special|Loyalty-Retention,,,48
202502,Mobile,Silver,Bangalore,2756,Loyalty-Welcome,Loyalty-Welcome,,17
202502,Mobile,Silver,Bangalore,2756,Speed-Boost-Welcome,,,37
202502,Mobile,Silver,Bangalore,2756,Bundle-Retention,Bundle-Retention,,19
202502,Mobile,Silver,Bangalore,2756,Speed-Boost-Special|Bundle-Welcome|Speed-Boost-Retention,,,10
202502,Mobile,Silver,Bangalore,2756,Bundle-Special|Bundle-Welcome|Cashback-Promo,,,20
202502,Mobile,Silver,Bangalore,2756,Cashback-Promo,,,40
202502,Mobile,Silver,Bangalore,2756,Cashback-Special|Speed-Boost-Welcome|Speed-Boost-Special,,,38
202502,Mobile,Silver,Bangalore,2756,Bundle-Welcome,,,17
202502,Mobile,Silver,Bangalore,2756,Loyalty-Upgrade|Discount-Special,,,43
202502,Mobile,Silver,Bangalore,2756,Loyalty-Promo|Loyalty-Special,,,10
202502,Mobile,Silver,Bangalore,2756,Speed-Boost-Upgrade|Bundle-Promo|Loyalty-Welcome,,,33
202502,Mobile,Silver,Bangalore,2756,Bundle-Retention,,,22
202502,Mobile,Silver,Bangalore,2756,Speed-Boost-Special,,,11
202502,Mobile,Silver,Bangalore,2756,Loyalty-Retention|Discount-Welcome,Discount-Welcome,,12
202502,Mobile,Silver,Bangalore,2756,Discount-Promo|Discount-Retention,,,29
202502,Mobile,Silver,Bangalore,2756,Speed-Boost-Upgrade|Cashback-Welcome,,,32
202502,Mobile,Silver,Bangalore,2756,Loyalty-Promo|Discount-Upgrade|Discount-Retention,Discount-Upgrade,,16
202502,Mobile,Silver,Bangalore,2756,Speed-Boost-Promo|Loyalty-Upgrade,,,19
202502,Mobile,Silver,Bangalore,2756,Cashback-Special|Discount-Special,Discount-Special|Cashback-Special,,32
202502,Mobile,Silver,Bangalore,2756,Loyalty-Retention|Loyalty-Welcome|Cashback-Upgrade,,,29
202502,Mobile,Silver,Bangalore,2756,Cashback-Special|Loyalty-Welcome|Loyalty-Upgrade,,,24
202502,Mobile,Silver,Bangalore,2756,Speed-Boost-Special|Discount-Retention|Discount-Special,Discount-Special|Discount-Retention|Speed-Boost-Special,Speed-Boost-Special|Discount-Retention,32
202502,Mobile,Silver,Bangalore,2756,Loyalty-Promo,,,38
202502,Mobile,Silver,Bangalore,2756,Bundle-Promo|Loyalty-Welcome,Bundle-Promo,,17
202502,Mobile,Silver,Bangalore,2756,Speed-Boost-Special|Cashback-Retention,,,25
202502,Mobile,Silver,Bangalore,2756,Cashback-Retention|Speed-Boost-Upgrade|Bundle-Retention,Bundle-Retention,,43
202502,Mobile,Silver,Bangalore,2756,Speed-Boost-Retention|Bundle-Retention|Cashback-Welcome,,,5
202502,Mobile,Silver,Bangalore,2756,Discount-Retention,,,24
202502,Mobile,Silver,Bangalore,2756,Speed-Boost-Special|Speed-Boost-Promo|Discount-Upgrade,,,10
202502,Mobile,Silver,Bangalore,2756,Bundle-Promo,,,13
202502,Mobile,Silver,Bangalore,2756,Speed-Boost-Promo,Speed-Boost-Promo,,45
202502,Mobile,Silver,Bangalore,2756,Loyalty-Welcome,,,22
202502,Mobile,Silver,Bangalore,2756,Speed-Boost-Upgrade,,,35
202502,Mobile,Silver,Bangalore,2756,Loyalty-Retention,,,48
202502,Mobile,Silver,Bangalore,2756,Bundle-Promo,Bundle-Promo,,19
202502,Mobile,Silver,Bangalore,2756,Speed-Boost-Promo|Loyalty-Retention|Discount-Retention,Loyalty-Retention,Loyalty-Retention,38
202502,Mobile,Silver,Bangalore,2756,Discount-Retention,,,39
202502,Mobile,Silver,Bangalore,2756,Loyalty-Promo|Discount-Promo|Cashback-Welcome,,,9
202502,Mobile,Silver,Bangalore,2756,Bundle-Welcome,,,28
202502,Mobile,Silver,Bangalore,2756,Speed-Boost-Special|Discount-Welcome,,,40
202502,Mobile,Silver,Bangalore,2756,Bundle-Welcome|Bundle-Upgrade,,,39
202502,Mobile,Silver,Bangalore,2756,Discount-Promo|Speed-Boost-Promo,,,27
202502,Mobile,Silver,Bangalore,2756,Cashback-Upgrade,,,33
202502,Mobile,Silver,Bangalore,2756,Discount-Upgrade|Loyalty-Upgrade,Discount-Upgrade|Loyalty-Upgrade,,19
202502,Mobile,Silver,Bangalore,2756,Loyalty-Welcome|Loyalty-Upgrade,Loyalty-Upgrade,,41
202502,Mobile,Silver,Bangalore,2756,Speed-Boost-Special|Loyalty-Special|Discount-Welcome,,,14
202502,Mobile,Silver,Bangalore,2756,Loyalty-Welcome,,,6
202502,Mobile,Silver,Bangalore,2756,Bundle-Special|Speed-Boost-Welcome|Bundle-Promo,Bundle-Promo|Bundle-Special,,42
202502,Mobile,Silver,Bangalore,2756,Speed-Boost-Upgrade|Bundle-Welcome,Bundle-Welcome,,34
202502,Mobile,Silver,Bangalore,2756,Cashback-Special,,,9
202502,Mobile,Silver,Bangalore,2756,Speed-Boost-Welcome|Discount-Upgrade|Cashback-Retention,,,16
202502,Mobile,Silver,Bangalore,2756,Bundle-Promo,,,39
202502,Mobile,Silver,Bangalore,2756,Cashback-Special|Speed-Boost-Retention,,,31
202502,Mobile,Silver,Bangalore,2756,Cashback-Promo,,,15
202502,Mobile,Silver,Bangalore,2756,Speed-Boost-Special,Speed-Boost-Special,,48
202502,Mobile,Silver,Bangalore,2756,Cashback-Special,,,24
202502,Mobile,Silver,Bangalore,2756,Speed-Boost-Upgrade,,,30
202502,Mobile,Silver,Bangalore,2756,Discount-Welcome,,,15
202502,Mobile,Silver,Bangalore,2756,Bundle-Special|Discount-Promo|Discount-Special,,,41
202502,Mobile,Silver,Bangalore,2756,Loyalty-Welcome|Discount-Special,Discount-Special,Discount-Special,49
202502,Mobile,Silver,Bangalore,2756,Loyalty-Promo|Bundle-Welcome|Cashback-Special,,,8
202502,Mobile,Silver,Bangalore,2756,Discount-Welcome|Cashback-Retention,Cashback-Retention|Discount-Welcome,,17
202502,Mobile,Silver,Bangalore,2756,Loyalty-Upgrade|Cashback-Upgrade,Loyalty-Upgrade|Cashback-Upgrade,,16
202502,Mobile,Silver,Bangalore,2756,Speed-Boost-Welcome|Bundle-Promo|Bundle-Retention,,,21
202502,Mobile,Silver,Bangalore,2756,Loyalty-Upgrade,,,25
202502,Mobile,Silver,Bangalore,2756,Cashback-Special|Discount-Welcome|Cashback-Retention,Cashback-Retention|Cashback-Special,Cashback-Retention,29
202502,Mobile,Silver,Bangalore,2756,Discount-Upgrade,Discount-Upgrade,,42
202502,Mobile,Silver,Bangalore,2756,Discount-Promo,,,8
202502,Mobile,Silver,Bangalore,2756,Speed-Boost-Welcome|Bundle-Upgrade,,,46
202502,Mobile,Silver,Bangalore,2756,Speed-Boost-Welcome|Discount-Welcome|Discount-Retention,Discount-Welcome|Speed-Boost-Welcome|Discount-Retention,,7
202502,Mobile,Silver,Bangalore,2756,Speed-Boost-Welcome|Bundle-Promo|Loyalty-Welcome,Loyalty-Welcome,,13
202502,Mobile,Silver,Bangalore,2756,Speed-Boost-Special,,,9
202502,Mobile,Silver,Bangalore,2756,Bundle-Welcome|Bundle-Retention|Cashback-Welcome,,,23
202502,Mobile,Silver,Bangalore,2756,Discount-Promo|Discount-Upgrade,Discount-Promo|Discount-Upgrade,Discount-Upgrade,25
202502,Mobile,Silver,Bangalore,2756,Bundle-Upgrade,,,49
202502,Mobile,Silver,Bangalore,2756,Speed-Boost-Upgrade|Bundle-Promo|Bundle-Retention,,,47
202502,Mobile,Silver,Bangalore,2756,Speed-Boost-Welcome|Loyalty-Retention|Cashback-Promo,,,7
202502,Mobile,Silver,Bangalore,2756,Bundle-Welcome,,,37
202502,Mobile,Silver,Bangalore,2756,Loyalty-Promo|Discount-Upgrade|Discount-Special,,,28
202502,Mobile,Silver,Bangalore,2756,Speed-Boost-Special|Discount-Promo,,,42
202502,Mobile,Silver,Bangalore,2756,Bundle-Welcome,,,5
202502,Mobile,Silver,Bangalore,2756,Cashback-Special,,,37
202502,Mobile,Silver,Bangalore,2756,Speed-Boost-Special|Cashback-Upgrade,,,48
202502,Mobile,Silver,Bangalore,2756,Speed-Boost-Special|Cashback-Special|Cashback-Welcome,,,19
202502,Mobile,Silver,Bangalore,2756,Speed-Boost-Promo|Cashback-Welcome,,,44
202502,Mobile,Silver,Bangalore,2756,Discount-Upgrade,,,38
202502,Mobile,Silver,Bangalore,2756,Speed-Boost-Retention|Bundle-Promo|Cashback-Welcome,Bundle-Promo|Cashback-Welcome|Speed-Boost-Retention,,13
202502,Mobile,Silver,Bangalore,2756,Loyalty-Promo|Discount-Welcome,,,21
202502,Mobile,Silver,Bangalore,2756,Speed-Boost-Special|Speed-Boost-Welcome|Discount-Special,,,27
202502,Mobile,Silver,Bangalore,2756,Speed-Boost-Upgrade|Bundle-Upgrade,,,9
202502,Mobile,Silver,Bangalore,2756,Discount-Welcome,,,10
202502,Mobile,Silver,Bangalore,2756,Cashback-Retention|Cashback-Upgrade|Cashback-Promo,Cashback-Retention|Cashback-Promo,Cashback-Promo|Cashback-Retention,34
202502,Mobile,Silver,Bangalore,2756,Discount-Welcome,,,47
202502,Mobile,Silver,Bangalore,2756,Speed-Boost-Promo|Bundle-Upgrade,,,50
202502,Mobile,Silver,Bangalore,2756,Cashback-Promo,Cashback-Promo,,26
202502,Mobile,Silver,Bangalore,2756,Discount-Welcome|Loyalty-Welcome,Loyalty-Welcome|Discount-Welcome,Discount-Welcome|Loyalty-Welcome,12
202502,Mobile,Silver,Bangalore,2756,Speed-Boost-Promo|Discount-Welcome,,,25
202502,Mobile,Silver,Bangalore,2756,Loyalty-Welcome,,,20
202502,Mobile,Silver,Bangalore,2756,Bundle-Retention,,,34
202502,Mobile,Silver,Bangalore,2756,Loyalty-Welcome|Discount-Special,Loyalty-Welcome,,47
202502,Mobile,Silver,Bangalore,2756,Bundle-Special|Discount-Promo,,,44
202502,Mobile,Silver,Bangalore,2756,Bundle-Promo|Discount-Retention|Bundle-Upgrade,,,23
202502,Mobile,Silver,Bangalore,2756,Loyalty-Retention|Discount-Retention,,,35
202502,Mobile,Silver,Bangalore,2756,Discount-Upgrade|Cashback-Welcome,Cashback-Welcome,,12
202502,Mobile,Silver,Bangalore,2756,Discount-Upgrade|Discount-Special,Discount-Special|Discount-Upgrade,Discount-Upgrade,6
202502,Mobile,Silver,Bangalore,2756,Loyalty-Promo|Speed-Boost-Welcome|Discount-Special,Speed-Boost-Welcome|Loyalty-Promo|Discount-Special,Speed-Boost-Welcome|Discount-Special,27
202502,Mobile,Silver,Bangalore,2756,Loyalty-Upgrade,Loyalty-Upgrade,,11
202502,Mobile,Silver,Bangalore,2756,Discount-Promo|Bundle-Welcome,Bundle-Welcome|Discount-Promo,,41
202502,Mobile,Silver,Bangalore,2756,Discount-Promo|Discount-Welcome|Loyalty-Welcome,,,21
202502,Mobile,Silver,Bangalore,2756,Cashback-Promo,,,37
202502,Mobile,Silver,Bangalore,2756,Discount-Promo|Bundle-Retention|Discount-Retention,Discount-Retention,,39
202502,Mobile,Silver,Bangalore,2756,Cashback-Promo,,,32
202502,Mobile,Silver,Bangalore,2756,Bundle-Retention,,,41
202502,Mobile,Silver,Bangalore,2756,Discount-Promo|Loyalty-Special,,,30
202502,Mobile,Silver,Bangalore,2756,Loyalty-Promo,,,44
202502,Mobile,Silver,Bangalore,2756,Speed-Boost-Promo|Cashback-Retention,,,19
202502,Mobile,Silver,Bangalore,2756,Bundle-Upgrade,,,20
202502,Mobile,Silver,Bangalore,2756,Loyalty-Special,,,17
202502,Mobile,Silver,Bangalore,2756,Speed-Boost-Special|Speed-Boost-Promo|Discount-Promo,,,13
202502,Mobile,Silver,Bangalore,2756,Cashback-Retention|Cashback-Welcome,,,47
202502,Mobile,Silver,Bangalore,2756,Discount-Retention,,,29
202502,Mobile,Silver,Bangalore,2756,Speed-Boost-Promo,Speed-Boost-Promo,,36
202502,Mobile,Silver,Bangalore,2756,Discount-Promo|Loyalty-Retention,Discount-Promo|Loyalty-Retention,,17
202502,Mobile,Silver,Bangalore,2756,Loyalty-Promo,,,12
202502,Mobile,Silver,Bangalore,2756,Bundle-Welcome|Discount-Upgrade,,,49
202502,Mobile,Silver,Bangalore,2756,Bundle-Upgrade|Cashback-Promo,,,27
202502,Mobile,Silver,Bangalore,2756,Bundle-Special|Cashback-Upgrade,,,40
202502,Mobile,Silver,Bangalore,2756,Loyalty-Promo|Loyalty-Special|Discount-Special,Loyalty-Special,,43
202502,Mobile,Silver,Bangalore,2756,Speed-Boost-Promo|Cashback-Promo,Cashback-Promo,,8
202502,Mobile,Silver,Bangalore,2756,Discount-Upgrade|Loyalty-Upgrade|Speed-Boost-Retention,Loyalty-Upgrade|Speed-Boost-Retention,,8
202502,Mobile,Silver,Bangalore,2756,Speed-Boost-Special|Discount-Welcome,,,42
202502,Mobile,Silver,Bangalore,2756,Discount-Promo|Cashback-Retention,Cashback-Retention,,41
202502,Mobile,Silver,Bangalore,2756,Loyalty-Promo|Speed-Boost-Promo,,,14
202502,Mobile,Silver,Bangalore,2756,Speed-Boost-Welcome|Speed-Boost-Retention|Cashback-Welcome,,,32
202502,Mobile,Silver,Bangalore,2756,Speed-Boost-Special|Speed-Boost-Welcome|Discount-Retention,Speed-Boost-Welcome,Speed-Boost-Welcome,24
202502,Mobile,Silver,Bangalore,2756,Discount-Promo|Speed-Boost-Retention,Speed-Boost-Retention,,9
202502,Mobile,Silver,Bangalore,2756,Loyalty-Promo|Bundle-Upgrade,Loyalty-Promo|Bundle-Upgrade,,41
202502,Mobile,Silver,Bangalore,2756,Bundle-Upgrade|Loyalty-Upgrade,,,29
202502,Mobile,Silver,Bangalore,2756,Loyalty-Promo,,,22
202502,Mobile,Silver,Bangalore,2756,Discount-Promo,,,37
202502,Mobile,Silver,Bangalore,2756,Bundle-Welcome,,,30
202502,Mobile,Silver,Bangalore,2756,Speed-Boost-Upgrade|Bundle-Upgrade,,,35
202502,Mobile,Silver,Bangalore,2756,Cashback-Special|Discount-Promo|Bundle-Upgrade,,,10
202502,Mobile,Silver,Bangalore,2756,Bundle-Promo,Bundle-Promo,Bundle-Promo,28
202502,Mobile,Silver,Bangalore,2756,Loyalty-Welcome,,,36
202502,Mobile,Silver,Bangalore,2756,Discount-Promo|Speed-Boost-Promo|Discount-Special,,,17
202502,Mobile,Silver,Bangalore,2756,Cashback-Promo,Cashback-Promo,,44
