month,bu,tier,site,calls_handled,offers_present,offers_extended,offers_accepted,calls
2026-02,CPS,Tier C,Location 5,96,Offer I,Offer I,,43
2026-02,CPS,Tier C,Location 5,437,Offer I,Offer I,Offer I,43
2026-02,CPS,Tier C,Location 5,357,Offer J,,,13
2026-02,CPS,Tier C,Location 6,165,Offer A|Offer B|Offer C|Offer D|Offer E|Offer F|Offer G,Offer A|Offer B|Offer C|Offer D|Offer G,Offer D,38
2026-02,CPS,Tier C,Location 6,496,Offer A|Offer B|Offer C|Offer D|Offer G|Offer H|Offer J,Offer C|Offer H,,466
2026-02,CPS,Tier C,Location 6,135,Offer A|Offer B|Offer C|Offer E,,,47
2026-02,CPS,Tier C,Location 6,223,Offer A|Offer B|Offer C|Offer E|Offer F|Offer J,Offer A,Offer A,50
2026-02,CPS,Tier C,Location 6,497,Offer A|Offer B|Offer C|Offer E|Offer G|Offer I|Offer J,,,18
2026-02,CPS,Tier C,Location 6,424,Offer A|Offer B|Offer C|Offer E|Offer I|Offer J,Offer E|Offer I,,114
2026-02,CPS,Tier C,Location 6,497,Offer A|Offer B|Offer C|Offer H|Offer I|Offer J,Offer B,Offer B,6
2026-02,CPS,Tier C,Location 6,174,Offer A|Offer B|Offer D|Offer E|Offer F|Offer H|Offer J,Offer B|Offer D|Offer E|Offer F|Offer J,Offer B|Offer D|Offer F|Offer J,14
2026-02,CPS,Tier C,Location 6,374,Offer A|Offer B|Offer D|Offer G,Offer A|Offer B|Offer D|Offer G,Offer A|Offer B|Offer D|Offer G,11
2026-02,CPS,Tier C,Location 6,286,Offer A|Offer B|Offer D|Offer G,Offer B,,276
2026-02,CPS,Tier C,Location 6,135,Offer A|Offer B|Offer D|Offer J,Offer A|Offer D|Offer J,Offer A|Offer D,12
2026-02,CPS,Tier C,Location 6,475,Offer A|Offer B|Offer E|Offer F,Offer A|Offer E|Offer F,Offer A,475
2026-02,CPS,Tier C,Location 6,424,Offer A|Offer B|Offer E|Offer H|Offer J,,,12
2026-02,CPS,Tier C,Location 6,97,Offer A|Offer C|Offer D|Offer F|Offer G|Offer J,,,72
2026-02,CPS,Tier C,Location 6,236,Offer A|Offer C|Offer D|Offer G|Offer H|Offer J,Offer A|Offer G|Offer H,Offer H,179
2026-02,CPS,Tier C,Location 6,179,Offer A|Offer C|Offer I,,,92
2026-02,CPS,Tier C,Location 6,424,Offer A|Offer D|Offer E|Offer F|Offer I|Offer J,Offer A|Offer D|Offer E|Offer F|Offer J,Offer A|Offer D|Offer E|Offer F|Offer J,144
2026-02,CPS,Tier C,Location 6,174,Offer A|Offer D|Offer E|Offer F|Offer J,,,101
2026-02,CPS,Tier C,Location 6,101,Offer A|Offer D|Offer F|Offer I|Offer J,Offer A|Offer D|Offer F|Offer I|Offer J,Offer A|Offer D|Offer F|Offer I|Offer J,7
2026-02,CPS,Tier C,Location 6,174,Offer A|Offer E|Offer H|Offer J,Offer A|Offer E|Offer H|Offer J,Offer A|Offer E|Offer H|Offer J,53
2026-02,CPS,Tier C,Location 6,441,Offer A|Offer F,Offer F,Offer F,189
2026-02,CPS,Tier C,Location 6,424,Offer A|Offer J,Offer A|Offer J,Offer J,57
2026-02,CPS,Tier C,Location 6,69,Offer A|Offer J,Offer J,Offer J,37
2026-02,CPS,Tier C,Location 6,438,Offer B,,,261
2026-02,CPS,Tier C,Location 6,368,Offer B,Offer B,,368
2026-02,CPS,Tier C,Location 6,146,Offer B|Offer C,Offer B|Offer C,,5
2026-02,CPS,Tier C,Location 6,178,Offer B|Offer C|Offer D|Offer E|Offer F|Offer H|Offer I,Offer B|Offer C|Offer D|Offer E|Offer H|Offer I,Offer C,93
2026-02,CPS,Tier C,Location 6,107,Offer B|Offer C|Offer D|Offer F|Offer H|Offer J,Offer B|Offer C|Offer D,,107
2026-02,CPS,Tier C,Location 6,223,Offer B|Offer C|Offer D|Offer F|Offer I|Offer J,Offer B|Offer C|Offer D|Offer F|Offer J,Offer C,14
2026-02,CPS,Tier C,Location 6,371,Offer B|Offer C|Offer D|Offer G|Offer H|Offer I|Offer J,Offer B|Offer G,Offer B|Offer G,59
2026-02,CPS,Tier C,Location 6,204,Offer B|Offer C|Offer D|Offer G|Offer I,Offer B|Offer D|Offer G,Offer B|Offer D|Offer G,204
2026-02,CPS,Tier C,Location 6,309,Offer B|Offer C|Offer F|Offer G|Offer I,Offer G,Offer G,7
2026-02,CPS,Tier C,Location 6,135,Offer B|Offer D,,,1
2026-02,CPS,Tier C,Location 6,302,Offer B|Offer D,Offer D,Offer D,302
2026-02,CPS,Tier C,Location 6,367,Offer B|Offer D|Offer E|Offer F|Offer G|Offer I|Offer J,Offer I,,367
2026-02,CPS,Tier C,Location 6,101,Offer B|Offer D|Offer E|Offer F|Offer H|Offer I|Offer J,Offer B|Offer D|Offer F|Offer H,Offer B|Offer D|Offer F|Offer H,3
2026-02,CPS,Tier C,Location 6,374,Offer B|Offer D|Offer E|Offer G|Offer H|Offer I|Offer J,Offer E|Offer I|Offer J,Offer E,19
2026-02,CPS,Tier C,Location 6,286,Offer B|Offer D|Offer G|Offer J,Offer B|Offer D|Offer G|Offer J,,10
2026-02,CPS,Tier C,Location 6,497,Offer B|Offer D|Offer I|Offer J,Offer B|Offer D|Offer J,,153
2026-02,CPS,Tier C,Location 6,223,Offer B|Offer E|Offer H|Offer I,Offer B,Offer B,113
2026-02,CPS,Tier C,Location 6,236,Offer B|Offer F,Offer B,Offer B,57
2026-02,CPS,Tier C,Location 6,146,Offer B|Offer F,Offer B|Offer F,Offer B|Offer F,141
2026-02,CPS,Tier C,Location 6,444,Offer B|Offer F|Offer G,,,213
2026-02,CPS,Tier C,Location 6,135,Offer B|Offer F|Offer G|Offer H|Offer I|Offer J,Offer I,Offer I,32
2026-02,CPS,Tier C,Location 6,135,Offer B|Offer G|Offer I|Offer J,Offer G|Offer I|Offer J,Offer G|Offer I|Offer J,43
2026-02,CPS,Tier C,Location 6,165,Offer C,,,127
2026-02,CPS,Tier C,Location 6,371,Offer C|Offer D|Offer E|Offer F,Offer C|Offer F,Offer C|Offer F,312
2026-02,CPS,Tier C,Location 6,101,Offer C|Offer D|Offer E|Offer F|Offer G|Offer H|Offer I,Offer C|Offer D|Offer F|Offer G|Offer H|Offer I,Offer D|Offer F|Offer H|Offer I,27
2026-02,CPS,Tier C,Location 6,424,Offer C|Offer D|Offer E|Offer F|Offer I,Offer C|Offer D|Offer E|Offer F|Offer I,Offer C|Offer D|Offer E|Offer F|Offer I,97
2026-02,CPS,Tier C,Location 6,97,Offer C|Offer D|Offer F|Offer H,Offer C|Offer D|Offer F|Offer H,,25
2026-02,CPS,Tier C,Location 6,309,Offer C|Offer E|Offer F|Offer H,,,206
2026-02,CPS,Tier C,Location 6,101,Offer C|Offer E|Offer H,,,52
2026-02,CPS,Tier C,Location 6,444,Offer C|Offer F|Offer G|Offer J,Offer C|Offer F|Offer G|Offer J,Offer C|Offer F|Offer G,231
2026-02,CPS,Tier C,Location 6,309,Offer D,Offer D,Offer D,96
2026-02,CPS,Tier C,Location 6,214,Offer D|Offer E|Offer H,Offer E,,214
2026-02,CPS,Tier C,Location 6,374,Offer D|Offer E|Offer J,Offer D,,9
2026-02,CPS,Tier C,Location 6,497,Offer D|Offer E|Offer J,Offer J,,320
2026-02,CPS,Tier C,Location 6,441,Offer D|Offer G|Offer H|Offer J,Offer J,Offer J,252
2026-02,CPS,Tier C,Location 6,178,Offer D|Offer H|Offer I,Offer D|Offer I,,85
2026-02,CPS,Tier C,Location 6,374,Offer F|Offer G|Offer H|Offer I,Offer F|Offer I,Offer I,153
2026-02,CPS,Tier C,Location 6,496,Offer F|Offer G|Offer J,Offer G|Offer J,Offer G,30
2026-02,CPS,Tier C,Location 6,101,Offer F|Offer I|Offer J,,,12
2026-02,CPS,Tier C,Location 6,443,Offer G,,,214
2026-02,CPS,Tier C,Location 6,174,Offer G,Offer G,,6
2026-02,CPS,Tier C,Location 6,179,Offer H|Offer I,,,87
2026-02,CPS,Tier D,Location 1,288,Offer A|Offer B|Offer C,Offer B|Offer C,Offer B,104
2026-02,CPS,Tier D,Location 1,437,Offer A|Offer B|Offer C|Offer D|Offer E|Offer H|Offer I,Offer A|Offer H|Offer I,Offer H|Offer I,7
2026-02,CPS,Tier D,Location 1,94,Offer A|Offer B|Offer C|Offer D|Offer G,Offer A|Offer B|Offer C|Offer D|Offer G,Offer D|Offer G,3
2026-02,CPS,Tier D,Location 1,333,Offer A|Offer B|Offer C|Offer D|Offer H|Offer I,Offer A|Offer B|Offer C|Offer D|Offer I,,75
2026-02,CPS,Tier D,Location 1,316,Offer A|Offer B|Offer C|Offer E|Offer F|Offer H|Offer I,Offer A|Offer B|Offer C|Offer E|Offer F,Offer B|Offer C|Offer E|Offer F,26
2026-02,CPS,Tier D,Location 1,297,Offer A|Offer B|Offer C|Offer E|Offer G|Offer I|Offer J,Offer C|Offer G,,124
2026-02,CPS,Tier D,Location 1,316,Offer A|Offer B|Offer C|Offer E|Offer G|Offer I|Offer J,Offer E|Offer G,Offer E|Offer G,10
2026-02,CPS,Tier D,Location 1,94,Offer A|Offer B|Offer C|Offer E|Offer H|Offer J,Offer C|Offer H,Offer H,10
2026-02,CPS,Tier D,Location 1,224,Offer A|Offer B|Offer C|Offer G|Offer H|Offer I|Offer J,Offer B|Offer G|Offer H,,39
2026-02,CPS,Tier D,Location 1,240,Offer A|Offer B|Offer C|Offer H,Offer A|Offer C,Offer C,116
2026-02,CPS,Tier D,Location 1,288,Offer A|Offer B|Offer D|Offer E|Offer F|Offer H|Offer J,Offer B|Offer H,Offer B|Offer H,131
2026-02,CPS,Tier D,Location 1,318,Offer A|Offer B|Offer D|Offer E|Offer H,Offer A|Offer E,Offer A|Offer E,62
2026-02,CPS,Tier D,Location 1,339,Offer A|Offer B|Offer D|Offer E|Offer I|Offer J,Offer A|Offer E|Offer I|Offer J,,168
2026-02,CPS,Tier D,Location 1,494,Offer A|Offer B|Offer D|Offer E|Offer J,Offer A|Offer B|Offer D|Offer E|Offer J,Offer E,247
2026-02,CPS,Tier D,Location 1,437,Offer A|Offer B|Offer D|Offer G|Offer J,,,178
2026-02,CPS,Tier D,Location 1,388,Offer A|Offer B|Offer E|Offer F|Offer G|Offer I,Offer A|Offer B|Offer E|Offer F|Offer I,Offer I,69
2026-02,CPS,Tier D,Location 1,240,Offer A|Offer B|Offer E|Offer H|Offer J,Offer E,,51
2026-02,CPS,Tier D,Location 1,164,Offer A|Offer B|Offer G|Offer H|Offer I,Offer A|Offer H|Offer I,Offer A|Offer H|Offer I,58
2026-02,CPS,Tier D,Location 1,389,Offer A|Offer B|Offer G|Offer H|Offer I,Offer B|Offer G|Offer I,Offer B|Offer G|Offer I,189
2026-02,CPS,Tier D,Location 1,164,Offer A|Offer B|Offer I,Offer B|Offer I,Offer I,53
2026-02,CPS,Tier D,Location 1,389,Offer A|Offer C,Offer A|Offer C,Offer C,7
2026-02,CPS,Tier D,Location 1,376,Offer A|Offer C|Offer D|Offer E|Offer J,Offer A|Offer C|Offer D|Offer E|Offer J,Offer D,37
2026-02,CPS,Tier D,Location 1,286,Offer A|Offer C|Offer D|Offer F|Offer G|Offer H|Offer I,,,163
2026-02,CPS,Tier D,Location 1,313,Offer A|Offer C|Offer D|Offer F|Offer G|Offer H|Offer I,Offer C|Offer F|Offer H|Offer I,,47
2026-02,CPS,Tier D,Location 1,288,Offer A|Offer C|Offer D|Offer G|Offer J,Offer A|Offer C|Offer D|Offer G|Offer J,Offer C,13
2026-02,CPS,Tier D,Location 1,313,Offer A|Offer C|Offer E|Offer H|Offer I|Offer J,Offer A|Offer C|Offer E|Offer H|Offer I,Offer A|Offer C|Offer H|Offer I,49
2026-02,CPS,Tier D,Location 1,332,Offer A|Offer C|Offer G,Offer G,Offer G,160
2026-02,CPS,Tier D,Location 1,132,Offer A|Offer C|Offer G|Offer H,Offer A|Offer G,,27
2026-02,CPS,Tier D,Location 1,388,Offer A|Offer C|Offer G|Offer H|Offer I|Offer J,,,313
2026-02,CPS,Tier D,Location 1,388,Offer A|Offer C|Offer J,Offer A|Offer J,Offer J,6
2026-02,CPS,Tier D,Location 1,353,Offer A|Offer E|Offer F|Offer G|Offer H|Offer I|Offer J,Offer A|Offer H|Offer I|Offer J,,5
2026-02,CPS,Tier D,Location 1,132,Offer A|Offer E|Offer G|Offer J,Offer E|Offer G|Offer J,,5
2026-02,CPS,Tier D,Location 1,224,Offer A|Offer E|Offer H|Offer I,Offer A|Offer E|Offer H|Offer I,Offer A|Offer E|Offer H|Offer I,60
2026-02,CPS,Tier D,Location 1,94,Offer A|Offer E|Offer I|Offer J,Offer A,Offer A,65
2026-02,CPS,Tier D,Location 1,333,Offer A|Offer F|Offer G|Offer H,Offer F,,138
2026-02,CPS,Tier D,Location 1,94,Offer A|Offer G|Offer H|Offer I,,,16
2026-02,CPS,Tier D,Location 1,389,Offer A|Offer G|Offer I|Offer J,Offer A|Offer G|Offer I|Offer J,Offer A|Offer G|Offer I|Offer J,73
2026-02,CPS,Tier D,Location 1,82,Offer A|Offer G|Offer J,Offer A|Offer G|Offer J,Offer A|Offer G,4
2026-02,CPS,Tier D,Location 1,141,Offer A|Offer I,,,71
2026-02,CPS,Tier D,Location 1,339,Offer A|Offer I,Offer A,Offer A,26
2026-02,CPS,Tier D,Location 1,316,Offer B|Offer C,Offer B|Offer C,Offer B|Offer C,30
2026-02,CPS,Tier D,Location 1,224,Offer B|Offer C|Offer D|Offer E|Offer G|Offer I|Offer J,,,43
2026-02,CPS,Tier D,Location 1,467,Offer B|Offer C|Offer D|Offer E|Offer G|Offer I|Offer J,Offer I|Offer J,,104
2026-02,CPS,Tier D,Location 1,316,Offer B|Offer C|Offer D|Offer E|Offer I|Offer J,Offer B|Offer D|Offer E|Offer I|Offer J,Offer I,99
2026-02,CPS,Tier D,Location 1,333,Offer B|Offer C|Offer D|Offer G|Offer H|Offer I|Offer J,Offer C|Offer G,,31
2026-02,CPS,Tier D,Location 1,288,Offer B|Offer C|Offer D|Offer G|Offer J,Offer C,,7
2026-02,CPS,Tier D,Location 1,467,Offer B|Offer C|Offer I|Offer J,Offer B|Offer C|Offer I|Offer J,Offer B|Offer C|Offer J,33
2026-02,CPS,Tier D,Location 1,158,Offer B|Offer D|Offer E|Offer F,,,144
2026-02,CPS,Tier D,Location 1,353,Offer B|Offer D|Offer F|Offer G|Offer H|Offer J,Offer B|Offer D|Offer F|Offer G|Offer H|Offer J,,255
2026-02,CPS,Tier D,Location 1,132,Offer B|Offer E|Offer F|Offer I,Offer B|Offer I,Offer B,23
2026-02,CPS,Tier D,Location 1,158,Offer B|Offer E|Offer J,Offer B|Offer E|Offer J,Offer B|Offer E|Offer J,5
2026-02,CPS,Tier D,Location 1,455,Offer B|Offer F|Offer G|Offer I|Offer J,Offer F|Offer I|Offer J,Offer F|Offer I|Offer J,406
2026-02,CPS,Tier D,Location 1,240,Offer B|Offer F|Offer I,Offer B|Offer F|Offer I,Offer B|Offer F,73
2026-02,CPS,Tier D,Location 1,82,Offer B|Offer G,Offer B,,5
2026-02,CPS,Tier D,Location 1,467,Offer B|Offer I|Offer J,Offer I,,330
2026-02,CPS,Tier D,Location 1,339,Offer C,Offer C,,58
2026-02,CPS,Tier D,Location 1,288,Offer C|Offer D|Offer E|Offer F|Offer G|Offer I|Offer J,Offer I,,33
2026-02,CPS,Tier D,Location 1,455,Offer C|Offer D|Offer E|Offer F|Offer H,Offer D|Offer F|Offer H,Offer D|Offer F,49
2026-02,CPS,Tier D,Location 1,297,Offer C|Offer D|Offer E|Offer G|Offer I|Offer J,Offer C|Offer D|Offer E,Offer D|Offer E,105
2026-02,CPS,Tier D,Location 1,82,Offer C|Offer D|Offer F|Offer G|Offer H,Offer F,,39
2026-02,CPS,Tier D,Location 1,82,Offer C|Offer D|Offer J,Offer C|Offer D,Offer C|Offer D,1
2026-02,CPS,Tier D,Location 1,332,Offer C|Offer E|Offer F|Offer G|Offer H|Offer I,Offer E|Offer F|Offer I,,30
2026-02,CPS,Tier D,Location 1,437,Offer C|Offer E|Offer F|Offer G|Offer H|Offer I|Offer J,Offer E|Offer F|Offer G|Offer H|Offer I|Offer J,Offer J,51
2026-02,CPS,Tier D,Location 1,333,Offer C|Offer E|Offer F|Offer G|Offer I,Offer E|Offer G,Offer E,89
2026-02,CPS,Tier D,Location 1,376,Offer C|Offer E|Offer F|Offer H|Offer J,Offer C|Offer E|Offer F|Offer H|Offer J,Offer C|Offer F|Offer H,339
2026-02,CPS,Tier D,Location 1,389,Offer C|Offer E|Offer F|Offer H|Offer J,Offer C|Offer E|Offer H|Offer J,Offer C|Offer H,120
2026-02,CPS,Tier D,Location 1,462,Offer C|Offer E|Offer F|Offer H|Offer J,Offer E|Offer F|Offer H|Offer J,Offer F|Offer H|Offer J,235
2026-02,CPS,Tier D,Location 1,132,Offer C|Offer E|Offer G,,,77
2026-02,CPS,Tier D,Location 1,141,Offer C|Offer E|Offer I,Offer C|Offer E,Offer C|Offer E,50
2026-02,CPS,Tier D,Location 1,332,Offer C|Offer E|Offer I,Offer C|Offer E|Offer I,Offer C|Offer E|Offer I,142
2026-02,CPS,Tier D,Location 1,286,Offer C|Offer F|Offer G|Offer H|Offer I,,,123
2026-02,CPS,Tier D,Location 1,158,Offer C|Offer F|Offer G|Offer H|Offer I|Offer J,Offer F|Offer J,,9
2026-02,CPS,Tier D,Location 1,437,Offer C|Offer F|Offer I|Offer J,Offer F|Offer J,Offer F|Offer J,91
2026-02,CPS,Tier D,Location 1,297,Offer C|Offer J,Offer C,,62
2026-02,CPS,Tier D,Location 1,141,Offer D,Offer D,,20
2026-02,CPS,Tier D,Location 1,164,Offer D|Offer E|Offer F|Offer J,Offer D|Offer E|Offer J,Offer D,51
2026-02,CPS,Tier D,Location 1,82,Offer D|Offer F|Offer H|Offer I,Offer F|Offer H,Offer F,33
2026-02,CPS,Tier D,Location 1,339,Offer D|Offer G,Offer D|Offer G,,36
2026-02,CPS,Tier D,Location 1,339,Offer D|Offer G|Offer J,,,51
2026-02,CPS,Tier D,Location 1,224,Offer D|Offer I,Offer D|Offer I,Offer D,17
2026-02,CPS,Tier D,Location 1,313,Offer D|Offer J,Offer D,Offer D,13
2026-02,CPS,Tier D,Location 1,164,Offer E,,,2
2026-02,CPS,Tier D,Location 1,318,Offer E,Offer E,Offer E,31
2026-02,CPS,Tier D,Location 1,224,Offer E|Offer H,Offer E|Offer H,,65
2026-02,CPS,Tier D,Location 1,353,Offer E|Offer I,Offer E,,93
2026-02,CPS,Tier D,Location 1,313,Offer E|Offer I,Offer I,,148
2026-02,CPS,Tier D,Location 1,462,Offer F,Offer F,Offer F,227
2026-02,CPS,Tier D,Location 1,315,Offer F|Offer I,,,315
2026-02,CPS,Tier D,Location 1,297,Offer F|Offer I,Offer I,Offer I,6
2026-02,CPS,Tier D,Location 1,634,Offer H,,,376
2026-02,CPS,Tier D,Location 1,494,Offer H|Offer I,,,247
2026-02,CPS,Tier D,Location 1,710,Offer I,,,383
2026-02,CPS,Tier D,Location 1,313,Offer J,Offer J,Offer J,56
2026-02,CPS,Tier D,Location 2,198,Offer A,Offer A,Offer A,198
2026-02,CPS,Tier D,Location 2,405,Offer A|Offer B|Offer C|Offer D|Offer E|Offer H|Offer I,Offer D,,15
2026-02,CPS,Tier D,Location 2,340,Offer A|Offer B|Offer C|Offer D|Offer F|Offer G|Offer I,Offer A|Offer B|Offer C|Offer D|Offer F|Offer G|Offer I,Offer D|Offer F|Offer I,98
2026-02,CPS,Tier D,Location 2,254,Offer A|Offer B|Offer C|Offer D|Offer F|Offer I,Offer C|Offer I,Offer I,254
2026-02,CPS,Tier D,Location 2,57,Offer A|Offer B|Offer C|Offer E|Offer F|Offer G|Offer H,,,2
2026-02,CPS,Tier D,Location 2,70,Offer A|Offer B|Offer C|Offer E|Offer G|Offer H,Offer B,Offer B,30
2026-02,CPS,Tier D,Location 2,364,Offer A|Offer B|Offer C|Offer E|Offer G|Offer H|Offer J,Offer A|Offer B|Offer C|Offer E|Offer G|Offer H|Offer J,Offer A|Offer B|Offer E|Offer G,24
2026-02,CPS,Tier D,Location 2,340,Offer A|Offer B|Offer C|Offer E|Offer G|Offer I|Offer J,Offer B|Offer E|Offer I|Offer J,,67
2026-02,CPS,Tier D,Location 2,415,Offer A|Offer B|Offer C|Offer F|Offer G|Offer I|Offer J,Offer C|Offer F|Offer I|Offer J,Offer C|Offer I,92
2026-02,CPS,Tier D,Location 2,499,Offer A|Offer B|Offer D|Offer E,Offer B,Offer B,14
2026-02,CPS,Tier D,Location 2,57,Offer A|Offer B|Offer D|Offer G|Offer I|Offer J,Offer A|Offer B|Offer G|Offer I|Offer J,Offer I,34
2026-02,CPS,Tier D,Location 2,57,Offer A|Offer B|Offer H|Offer I,Offer H,Offer H,21
2026-02,CPS,Tier D,Location 2,117,Offer A|Offer C|Offer E|Offer G|Offer H|Offer I,Offer A|Offer G,Offer G,9
2026-02,CPS,Tier D,Location 2,267,Offer A|Offer C|Offer E|Offer G|Offer H|Offer I,Offer E|Offer G,,174
2026-02,CPS,Tier D,Location 2,477,Offer A|Offer D|Offer E|Offer I,,,201
2026-02,CPS,Tier D,Location 2,385,Offer A|Offer E,Offer A|Offer E,Offer A|Offer E,152
2026-02,CPS,Tier D,Location 2,340,Offer A|Offer E|Offer H|Offer I,Offer A|Offer E,,5
2026-02,CPS,Tier D,Location 2,362,Offer A|Offer E|Offer H|Offer J,Offer A|Offer H|Offer J,Offer H|Offer J,60
2026-02,CPS,Tier D,Location 2,330,Offer A|Offer E|Offer J,Offer A|Offer J,,330
2026-02,CPS,Tier D,Location 2,415,Offer A|Offer F|Offer G|Offer H,,,143
2026-02,CPS,Tier D,Location 2,170,Offer A|Offer F|Offer J,Offer J,Offer J,108
2026-02,CPS,Tier D,Location 2,117,Offer A|Offer I|Offer J,Offer A|Offer J,Offer A,17
2026-02,CPS,Tier D,Location 2,117,Offer B|Offer C|Offer D|Offer E|Offer H|Offer J,Offer B|Offer C|Offer D|Offer E|Offer H|Offer J,Offer C|Offer J,86
2026-02,CPS,Tier D,Location 2,477,Offer B|Offer C|Offer D|Offer E|Offer I|Offer J,Offer B|Offer C|Offer D|Offer I|Offer J,,151
2026-02,CPS,Tier D,Location 2,488,Offer B|Offer C|Offer D|Offer F|Offer H,Offer B|Offer D|Offer H,Offer B|Offer H,252
2026-02,CPS,Tier D,Location 2,488,Offer B|Offer C|Offer D|Offer F|Offer I|Offer J,Offer C|Offer I,Offer I,160
2026-02,CPS,Tier D,Location 2,158,Offer B|Offer C|Offer E,Offer B|Offer C|Offer E,Offer C|Offer E,27
2026-02,CPS,Tier D,Location 2,340,Offer B|Offer C|Offer E|Offer G|Offer I,Offer C,,170
2026-02,CPS,Tier D,Location 2,170,Offer B|Offer C|Offer E|Offer I|Offer J,Offer B|Offer C|Offer E|Offer I|Offer J,,59
2026-02,CPS,Tier D,Location 2,385,Offer B|Offer C|Offer F|Offer H,Offer C|Offer F|Offer H,,80
2026-02,CPS,Tier D,Location 2,209,Offer B|Offer C|Offer G|Offer H,Offer C|Offer G|Offer H,Offer C|Offer G|Offer H,209
2026-02,CPS,Tier D,Location 2,477,Offer B|Offer C|Offer G|Offer I|Offer J,Offer B|Offer C|Offer G|Offer I|Offer J,Offer J,46
2026-02,CPS,Tier D,Location 2,405,Offer B|Offer D|Offer E|Offer F|Offer G|Offer I|Offer J,Offer B|Offer D|Offer E|Offer F|Offer G|Offer I|Offer J,Offer B|Offer D|Offer E|Offer G|Offer I,271
2026-02,CPS,Tier D,Location 2,443,Offer B|Offer D|Offer E|Offer F|Offer H,Offer E,Offer E,443
2026-02,CPS,Tier D,Location 2,368,Offer B|Offer D|Offer G|Offer I,Offer B|Offer D|Offer G|Offer I,Offer B|Offer G|Offer I,13
2026-02,CPS,Tier D,Location 2,499,Offer B|Offer D|Offer H|Offer I|Offer J,Offer D|Offer H|Offer I|Offer J,Offer D|Offer H|Offer I|Offer J,142
2026-02,CPS,Tier D,Location 2,405,Offer B|Offer E|Offer G|Offer H|Offer J,Offer B|Offer E|Offer G|Offer H,Offer B|Offer E|Offer G|Offer H,56
2026-02,CPS,Tier D,Location 2,368,Offer B|Offer G,,,111
2026-02,CPS,Tier D,Location 2,231,Offer B|Offer G|Offer H|Offer I|Offer J,Offer G|Offer H|Offer I,Offer G|Offer H,34
2026-02,CPS,Tier D,Location 2,152,Offer B|Offer I,Offer B|Offer I,,45
2026-02,CPS,Tier D,Location 2,70,Offer C|Offer D|Offer E|Offer F|Offer G|Offer I,Offer C|Offer D|Offer E|Offer F|Offer G|Offer I,Offer I,40
2026-02,CPS,Tier D,Location 2,231,Offer C|Offer E,Offer C,,18
2026-02,CPS,Tier D,Location 2,368,Offer C|Offer E,Offer C|Offer E,Offer C,236
2026-02,CPS,Tier D,Location 2,158,Offer C|Offer F,Offer C|Offer F,Offer C|Offer F,23
2026-02,CPS,Tier D,Location 2,477,Offer C|Offer H|Offer I,Offer C,Offer C,33
2026-02,CPS,Tier D,Location 2,152,Offer C|Offer I,,,33
2026-02,CPS,Tier D,Location 2,152,Offer D,Offer D,,30
2026-02,CPS,Tier D,Location 2,158,Offer D,Offer D,Offer D,83
2026-02,CPS,Tier D,Location 2,145,Offer D|Offer E|Offer H,Offer D|Offer E,Offer D|Offer E,88
2026-02,CPS,Tier D,Location 2,405,Offer D|Offer E|Offer H,Offer E|Offer H,Offer E|Offer H,46
2026-02,CPS,Tier D,Location 2,231,Offer D|Offer F|Offer G|Offer H|Offer I,Offer I,Offer I,179
2026-02,CPS,Tier D,Location 2,385,Offer D|Offer F|Offer G|Offer J,Offer D|Offer J,Offer J,153
2026-02,CPS,Tier D,Location 2,364,Offer D|Offer H|Offer I|Offer J,,,340
2026-02,CPS,Tier D,Location 2,117,Offer D|Offer J,,,5
2026-02,CPS,Tier D,Location 2,279,Offer E,,,79
2026-02,CPS,Tier D,Location 2,362,Offer E,Offer E,,147
2026-02,CPS,Tier D,Location 2,170,Offer E|Offer F|Offer J,,,2
2026-02,CPS,Tier D,Location 2,415,Offer E|Offer G|Offer I,,,84
2026-02,CPS,Tier D,Location 2,111,Offer E|Offer G|Offer I,Offer E|Offer G|Offer I,Offer E|Offer G|Offer I,111
2026-02,CPS,Tier D,Location 2,499,Offer E|Offer J,Offer E|Offer J,Offer E,243
2026-02,CPS,Tier D,Location 2,477,Offer F,,,46
2026-02,CPS,Tier D,Location 2,158,Offer F,Offer F,Offer F,25
2026-02,CPS,Tier D,Location 2,381,Offer F|Offer G,Offer F|Offer G,Offer G,381
2026-02,CPS,Tier D,Location 2,152,Offer F|Offer G|Offer J,Offer F|Offer G|Offer J,Offer F|Offer G,2
2026-02,CPS,Tier D,Location 2,170,Offer F|Offer I,,,1
2026-02,CPS,Tier D,Location 2,279,Offer G,Offer G,,200
2026-02,CPS,Tier D,Location 2,362,Offer G|Offer H,Offer G|Offer H,Offer G,97
2026-02,CPS,Tier D,Location 2,145,Offer G|Offer H|Offer J,Offer G|Offer H,,57
2026-02,CPS,Tier D,Location 2,415,Offer G|Offer I|Offer J,Offer I|Offer J,,96
2026-02,CPS,Tier D,Location 2,640,Offer H,,,118
2026-02,CPS,Tier D,Location 2,439,Offer H,Offer H,,439
2026-02,CPS,Tier D,Location 2,267,Offer H,Offer H,Offer H,93
2026-02,CPS,Tier D,Location 2,368,Offer I,Offer I,,8
2026-02,CPS,Tier D,Location 2,405,Offer I|Offer J,Offer I,,17
2026-02,CPS,Tier D,Location 2,362,Offer I|Offer J,Offer I|Offer J,,58
2026-02,CPS,Tier D,Location 2,499,Offer J,,,100
2026-02,CPS,Tier D,Location 3,270,Offer A,Offer A,Offer A,16
